id,title,text,author
97,Per sempre,"Eri una emozione per vivere,
per stridere durante il pasto
serale. Era emozionante ricevere
posta. La mattina in fretta
le scale scendevo e lì
trovavo le ingiurie tue
alla mortale natalità.
Accuse per andare avanti.
Ma dopo ti rendevi inquieta
al delitto del non detto
se non rispondevo per le rime.
O rima che dirti non sapevo
senza la fuga in avanti 
di terzine squilibrate 
sul dolce stil vecchio della
Musa canterina a presiedere 
gli ozi di Sodoma. Dirti
che ero pieno di sonno .
se l'immortalità era un pio 
desiderio, lugubre sospiro
ti avrebbe annoiato.
Talvolta una stradina
mi risucchia indenne 
dove non alberga strepito di auto;
allora sciolto dai tuoi lunghi
sensi camminare ti vedo per sempre.",Dario Bellezza
98,Morte segreta,"Ora alla fine della tregua
tutto s’è adempiuto; vecchiaia
chiama morte e so che gioventù
è un lontano ricordo. Così
senza speranza di sapere mai
cosa stato sarei più che poeta
se non m’avesse tanta morte
dentro occluso e divorato, da me
prendo infernale commiato.",Dario Bellezza
99,Generalizzando,"Tutti riceviamo un dono.
Poi, non ricordiamo più
né da chi né che sia.
Soltanto ne conserviamo
– pungente e senza condono –
la spina della nostalgia.",Giorgio Caproni
100,Sassate,"Ho provato a parlare.
Forse, ignoro la lingua.
Tutte frasi sbagliate.
Le risposte: sassate.",Giorgio Caproni
101,Alba,"Amore mio, nei vapori d’un bar
all’alba, amore mio che inverno
lungo e che brivido attenderti! Qua
dove il marmo nel sangue è gelo, e sa
di rinfresco anche l’occhio, ora nell’ermo
rumore oltre la brina io quale tram
odo, che apre e richiude in eterno
le deserte sue porte? … Amore, io ho fermo
il polso: e se il bicchiere entro il fragore
sottile ha un tremitìo tra i denti, è forse
di tali ruote un’eco. Ma tu, amore,
non dormi, ora che in vece la tua già il sole
sgorga, non dirmi che da quelle porte
qui, col tuo passo, già attendo la morte.",Giorgio Caproni
102,Ricordo,"Ricordo una chiesa antica,
romita,
nell’ora in cui l’aria s’arancia
e si scheggia ogni voce
sotto l’arcata del cielo.
Eri stanca,
e ci sedemmo sopra un gradino
come due mendicanti.
Invece il sangue ferveva
di meraviglia, a vedere
ogni uccello mutarsi in stella
nel cielo.",Giorgio Caproni
103,Per lei,"Per lei voglio rime chiare,
usuali: in -are.
Rime magari vietate,
ma aperte: ventilate.
Rime coi suoni fini
(di mare) dei suoi orecchini.
O che abbiano, coralline,
le tinte delle sue collanine.
Rime che a distanza
(Annina era cosí schietta)
conservino l’eleganza
povera, ma altrettanto netta.
Rime che non siano labili,
anche se orecchiabili.
Rime non crepuscolari,
ma verdi, elementari.",Giorgio Caproni
104,Perché restare,"Chi sia stato il primo, non
è certo. Lo seguì un secondo. Un terzo.
Poi, uno dopo l’altro, tutti han preso la stessa via.
Ora non c’è più nessuno.
La mia
casa è la sola
abitata.
Son vecchio
Che cosa mi trattengo a fare,
quassù, dove tra breve forse
nemmeno ci sarò più io
a farmi compagnia?
Meglio – lo so – è ch’io bada
prima che me ne vada anch’io.
Eppure, non mi risolvo. Resto.
Mi lega l’erba. Il bosco.
Il fiume. Anche se il fiume è appena
un rumore ed un fresco
dietro le foglie.
La sera
siedo su questo sasso, e aspetto.
Aspetto non so che cosa, ma aspetto.
Il sonno. La morte direi, se anch’essa
da un pezzo – già non se ne fosse andata
da questi luoghi.
Aspetto
e ascolto.
(L’acqua,
da quanti milioni d’anni, l’acqua,
ha questo suo stesso suono
sulle sue pietre? )
Mi sento
perso nel tempo.
Fuori
del tempo, forse.
Ma sono
con me stesso. Non voglio
lasciare me stesso uscire
da me stesso come,
dal sotterraneo
il grillotalpa in cerca
d’altro buio.
Il trifoglio
della città è troppo
fitto. Io son già cieco.
Ma qui vedo. Parlo.
Qui dialogo. Io
qui mi rispondo e ho il mio
interlocutore. Non voglio
murarlo nel silenzio sordo
d’un frastuono senz’ombra
d’anima. Di parole
senza più anima.",Giorgio Caproni
105,Foglie,"Quanti se ne sono andati…
Quanti.
Che cosa resta.
Nemmeno
il soffio.
Nemmeno
il graffio di rancore o il morso
della presenza.
Tutti
se ne sono andati senza
lasciare traccia.
Come
non lascia traccia il vento
sul marmo dove passa.
Come
non lascia orma l’ombra
sul marciapiede.
Tutti
scomparsi in un polverio
confusi d’occhi.
Un brusio
di voci afone, quasi
di foglie controfiato
dietro i vetri.
Foglie
che solo il cuore vede
e cui la mente non crede.",Giorgio Caproni
106,L’occasione,"L’occasione era bella.
Volli sperare anch’io.
Puntai in alto. Una stella
o l’occhio (il gelo) di Dio?",Giorgio Caproni
107,L’attesa,"a Saffo
È quasi l’ora, e io esco all’aperto.
Dolce notte! perché dunque mi struggo?
E come il cielo è purissimo e calmo!
Conduci al convegno quella ch’io amo
e non trapassi inconsumata l’ora
o notte.
In solitudine confusa,
dimentico tra me ch’ella è partita
e al luogo del convegno aspetto sola.",Giovanna Bemporad
108,Ex voto,"Dea velata di marmo e di silenzio
casta, racchiusa nel perpetuo inganno
del tuo corpo ideale, anima impura-
sento alitarmi un sonno di belletti
dalle tue ciglia; vedo tra le labbra
dove il pennello, non l’aurora, ha pianto
petali rossi, ravvivarsi l’ambra
dei tui denti all’assalto delle risa.
Si colma il cuore di un battito d’ali
quando tu accosti la crescente luna
delle tue ciglia alla nuvola ombrosa
dei miei capelli: o ninfa, o baiadera,
non che adirarmi col vento d’amore
sospendo ai tuoi squillanti braccialetti
e alle tue lunghe mani una bianchezza
di mute solitudini, e il tuo collo
sfioro con disarmati occhi indolenti.",Giovanna Bemporad
109,Sogno vince realtà,"Più non sorga il domani: eterna e chiara
sia questa notte; in me dilaga il sole.
È sogno o realtà l’ombra che illumina
la stanza vuota? Lenta batte l’ora
sull’estasi notturna. Aspetto insonne
che il giorno la sua immagine mi porti
mentre dalle mie braccia fugge timida
quasi del primo albore, assecondando
il sogno di chi muore ebbro di luce.",Giovanna Bemporad
110,Alla primavera,"Nelle mie vene, un tempo ebbre di vita,
batte con ritmo languido il risveglio
di primavera, e accende il sentimento
in chi non vuole più se non amare
la cecità del pianto. Lunga o breve
tragica è questa favola che bella
sembrava al tempo in cui l’ineluttabile
certezza non aveva ancora offeso
l’ingenuità dei nostri cuori, illusi
di essere eterni. Eppure mi sorprendo
talvolta a intenerirmi quando un giglio
spunta a piè d’una quercia, o nel giardino
il mandorlo è fiorito. E una dolcezza
di memorie distende il mio dolore,
già creduto incurabile, in un riso.
Poi, quando il giorno muore nella notte,
si fa nera ogni cosa, accoglie e fonde
l’anima curva sotto il suo destino
questo fluire in lei di tante vite.",Giovanna Bemporad
111,La gioia avvenire,"Potrebbe essere un fiume grandissimo
Una cavalcata di scalpiti un tumulto un furore
Una rabbia strappata uno stelo sbranato
Un urlo altissimo
Ma anche una minuscola erba per i ritorni
Il crollo d’una pigna bruciata nella fiamma
Una mano che sfiora al passaggio
O l’indecisione fissando senza vedere
Qualcosa comunque che non possiamo perdere
Anche se ogni altra cosa è perduta
E che perpetuamente celebreremo
Perché ogni cosa nasce da quella soltanto
Ma prima di giungervi
Prima la miseria profonda come la lebbra
E le maledizioni imbrogliate e la vera morte
Tu che credi dimenticare vanitoso
O mascherato di rivoluzione
La scuola della gioia è piena di pianto e sangue
Ma anche di eternità
E dalle bocche sparite dei santi
Come le siepi del marzo brillano le verità.",Franco Fortini
112,Agli amici,"Si fa tardi. Vi vedo, veramente
eguali a me nel vizio di passione,
con i cappotti, le carte, le luci
delle salive, i capelli già fragili,
con le parole e gli ammicchi, eccitati
 
e depressi, sciupati e infanti, rauchi
per la conversazione ininterrotta,
come scendete questa valle grigia,
come la tramortita erba premete
dove la via si perde ormai e la luce.
 
Le voci odo lontane come i fili
del tramontano tra le pietre e i cavi…
Ogni parola che mi giunge è addio.
E allento il passo e voi seguo nel cuore,
uno qua, uno là, per la discesa.",Franco Fortini
113,Traducendo Brecht,"Un grande temporale
per tutto il pomeriggio si è attorcigliato
sui tetti prima di rompere in lampi, acqua.
Fissavo versi di cemento e di vetro
dov’erano grida e piaghe murate e membra
anche di me, cui sopravvivo. Con cautela, guardando
ora i tegoli battagliati ora la pagina secca,
ascoltavo morire
la parola d’un poeta o mutarsi
in altra, non per noi più, voce. Gli oppressi
sono oppressi e tranquilli, gli oppressori tranquilli
parlano nei telefoni, l’odio è cortese, io stesso
credo di non sapere più di chi è la colpa.
 
Scrivi mi dico, odia
chi con dolcezza guida al niente
gli uomini e le donne che con te si accompagnano
e credono di non sapere. Fra quelli dei nemici
scrivi anche il tuo nome. Il temporale
è sparito con enfasi. La natura
per imitare le battaglie è troppo debole. La poesia
non muta nulla. Nulla è sicuro, ma scrivi.",Franco Fortini
114,Agli dèi della mattinata,"Il vento scuote allori e pini. Ai vetri, giù acqua.
Tra fumi e luci la costa la vedi a tratti, poi nulla.
La mattinata si affina nella stanza tranquilla.
Un filo di musica rock, le matite, le carte.
Sono felice della pioggia. O dèi inesistenti,
proteggete l’idillio, vi prego. E che altro potete,
o dèi dell’autunno indulgenti dormenti,
meste di frasche le tempie? Come maestosi quei vostri
luminosi cumuli! Quante ansiose formiche nell’ombra!",Franco Fortini
115,Sonetto dei sette cinesi," 
Una volta il poeta di Augsburg ebbe a dire
che alla parete della stanza aveva appeso
l’Uomo del Dubbio, una stampa cinese.
L’immagine chiedeva: come agire?
 
Ho una foto alla parete. Vent’anni fa
nel mio obiettivo guardarono sette operai cinesi.
Guardano diffidenti o ironici o sospesi.
Sanno che non scrivo per loro. Io
 
so che non sono vissuti per me.
Eppure il loro dubbio qualche volta mi ha chiesto
più candide parole o atti più credibili.
 
A loro chiedo aiuto perché siano visibili
contraddizioni e identità fra noi.
Se un senso esiste, è questo.",Franco Fortini
116,Reversibilità,"Anassagora giunse ad Atene
che aveva da poco passati i trent’anni.
Era amico d’Euripide e Pericle.
Parlava di meteore e arcobaleni.
Ne resta memoria nei libri.
 
Si ascolti però quel che ora va detto.
Anche la grandissima Unione Sovietica e la Cina
esistono, o l’Africa; e le radio
ogni notte ne parlano. Ma per noi, per
noi che poco da vivere ci resta,
che cosa sono l’Asia immensa, il tuono
dei popoli e i meravigliosi nomi
degli eventi, se non figure, simboli
dei desideri immutabili, dolorosi? Eppure
– si ascolti ancora – i desideri immutabili
dolorosi che mordono il cuore nei sonni
e del poco da vivere che resta
fanno strazio felice, che cosa sono
se non figure, simboli, voci,
dei popoli che mutano e si inseguono,
degli uomini che furono e che in noi
son fin d’ora? E così vive ancora,
 
parlando con Euripide e con Pericle
di arcobaleni e meteore, il filosofo
sparito e una sera d’estate
ansioso fra capre e capanne di schiavi
entra ad Atene Anassagora.",Franco Fortini
117,Molto chiare…," 
Molto chiare si vedono le cose.
Puoi contare ogni foglia dei platani.
Lungo il parco di settembre
l’autobus già ne porta via qualcuna.
Ad uno ad uno tornano gli ultimi mesi,
il lavoro imperfetto e l’ansia,
le mattine, le attese e le piogge.
 
Lo sguardo è là ma non vede una storia
di sé o di altri. Non sa più chi sia
l’ostinato che a notte annera carte
coi segni di una lingua non più sua
e replica il suo errore.
È niente? È qualche cosa?
Una risposta a queste domande è dovuta.
La forza di luglio era grande.
Quando è passata, è passata l’estate.
Però l’estate non è tutto.",Franco Fortini
118,Questo verso," 
– Tu conmigo, rapaz? – Contigo, viejo.
 
Notte ancora e la casa nel suo sonno.
Già sveglio, andavo alla finestra, aprivo
le imposte del terrazzo,
su quella ringhiera posavo la fronte.
 
Oltre gli orti ancora bui, le chiese e i culmini,
il cielo era chiaro in cima ai rami
dei platani, dei lecci e degli allori.
Il disegno era rigido e preciso,
contro i colli, dei cipressi e delle rondini.
 
Perché pietà per quell’ombra, perché
la scongiuro se scorgo
le orme di minuscole ferite
sui ginocchi dei ragazzi e, mi rammento,
gustavo fra i denti le croste brunite
raschiate alle mie cicatrici.
Atterrito dal mondo e da se stesso
Egli fermava contro il ferro la sua tempia.
 
Rispondo che è pietà per l’avvenire,
per il patire interminato che
entro tanto splendore uno spavento
come una bestia immane dall’azzurro
annunziava a quel misero tremante
nella felicità che il pianto libera.
Da qui lo assisto, da qui ora lo consolo…
 
Poi quando i rami al raggio si avvivavano
della meravigliosa alba serena
l’Apparita lontana era speranza
al primo vento già volando questo verso",Franco Fortini
